id,battery_power,m_dep,mobile_wt,px_height,px_width,ram,sc_h,sc_w,talk_time,bluetooth,gen,cores,speed,sim,f_camera,camera,memory,screen,wifi,price,resolution,DPI_w,call_ratio,cores_ord,speed_ord,wifi_ord,sim_ord,LCD,Touch,bluetooth_bin
1163,1930,0.8,186,1901,1920,1783,17,3,13,Yes,2,octa,medium,Single,11.0,12.0,16.48828125,LCD,n,915.13,3649920,1625.6,148.46153846153845,8,2,4,1,1,0,1
1164,860,0.7,170,1573,1581,2832,13,7,20,Yes,4,triple,medium,Dual,8.0,13.0,39.5419921875,Touch,a,925.36,2486913,573.7,43.0,3,2,2,2,0,1,1
1165,1268,0.9,182,360,912,931,11,5,20,Yes,4,hexa,high,Single,9.0,17.0,41.4453125,Touch,none,916.18,328320,463.3,63.4,6,3,-1,1,0,1,1
1166,999,0.1,167,20,745,1344,17,10,5,Yes,4,quad,medium,Dual,,1.0,26.8232421875,LCD,none,827.84,14900,189.2,199.8,4,2,-1,2,1,0,1
1167,622,0.3,127,98,511,3916,13,1,5,No,4,dual,low,Single,,,9.26171875,LCD,g,1263.05,50078,1297.9,124.4,2,1,3,1,1,0,0
1168,1250,0.2,182,703,1011,1882,14,1,14,Yes,2,hepta,medium,Single,8.0,20.0,43.6806640625,LCD,none,752.2,710733,2567.9,89.28571428571429,7,2,-1,1,1,0,1
1169,763,0.3,104,273,1278,2865,11,6,9,Yes,4,penta,low,Single,9.0,12.0,50.171875,Touch,b,910.64,348894,541.0,84.77777777777777,5,1,1,1,0,1,1
1170,1100,0.1,112,919,1344,757,12,2,16,Yes,3,octa,medium,Single,12.0,14.0,15.15625,Touch,b,551.64,1235136,1706.9,68.75,8,2,1,1,0,1,1
1171,815,0.3,85,982,1291,3469,5,4,6,No,3,hexa,medium,Dual,4.0,12.0,50.5283203125,LCD,a,918.2,1267762,819.8,135.83333333333334,6,2,2,2,1,0,0
1172,618,0.2,88,879,896,2399,18,15,17,Yes,4,triple,low,Dual,2.0,7.0,56.1181640625,Touch,b,738.85,787584,151.7,36.35294117647059,3,1,1,2,0,1,1
1173,553,0.7,136,1287,1892,3300,12,10,20,Yes,4,dual,medium,Dual,,1.0,18.0673828125,LCD,none,863.28,2435004,480.6,27.65,2,2,-1,2,1,0,1
1174,673,0.4,84,1109,1247,2719,19,2,9,Yes,3,dual,medium,Dual,2.0,9.0,3.4599609375,Touch,g,867.64,1382923,1583.7,74.77777777777777,2,2,3,2,0,1,1
1175,563,0.3,115,211,684,3012,14,4,15,No,3,hepta,medium,Dual,3.0,12.0,46.6591796875,LCD,none,605.94,144324,434.3,37.53333333333333,7,2,-1,2,1,0,0
1176,1590,0.5,187,1058,1109,2836,6,5,4,No,4,quad,medium,Dual,12.0,15.0,14.568359375,LCD,none,1007.15,1173322,563.4,397.5,4,2,-1,2,1,0,0
1177,1031,0.1,121,532,1247,2385,11,7,16,Yes,4,dual,medium,Dual,2.0,9.0,11.3369140625,LCD,none,1123.3,663404,452.5,64.4375,2,2,-1,2,1,0,1
1178,909,0.4,97,290,773,594,12,0,4,Yes,3,triple,low,Dual,9.0,10.0,29.388671875,Touch,a,663.88,224170,inf,227.25,3,1,2,2,0,1,1
1179,1880,0.6,104,890,1019,2968,9,0,3,No,4,quad,low,Single,,1.0,7.111328125,Touch,none,1380.47,906910,inf,626.6666666666666,4,1,-1,1,0,1,0
1180,1479,0.1,146,327,645,3762,12,10,5,Yes,4,hexa,medium,Dual,,,24.1240234375,LCD,none,885.5,210915,163.8,295.8,6,2,-1,2,1,0,1
1181,1271,0.9,161,1260,1788,892,15,13,20,No,2,single,medium,Dual,,1.0,2.1748046875,Touch,none,655.3,2252880,349.3,63.55,1,2,-1,2,0,1,0
1182,709,0.1,81,570,1422,467,17,11,5,No,4,octa,medium,Single,11.0,15.0,12.7490234375,Touch,b,640.23,810540,328.4,141.8,8,2,1,1,0,1,0
1183,1744,0.7,158,621,1558,345,10,6,14,No,4,single,high,Single,,,61.001953125,LCD,none,795.13,967518,659.6,124.57142857142857,1,3,-1,1,1,0,0
1184,1314,0.8,116,328,1858,3033,9,8,17,Yes,4,hepta,medium,Single,,1.0,39.9189453125,Touch,a,1241.4,609424,589.9,77.29411764705883,7,2,2,1,0,1,1
1185,1136,0.9,150,1307,1767,2110,9,5,16,No,4,hexa,low,Single,,2.0,9.1845703125,LCD,g,1022.45,2309469,897.6,71.0,6,1,3,1,1,0,0
1186,1039,0.3,125,497,618,3105,14,8,5,Yes,2,octa,high,Single,11.0,13.0,55.1748046875,Touch,a,851.55,307146,196.2,207.8,8,3,2,1,0,1,1
1187,1300,0.1,156,219,1037,874,15,3,10,Yes,3,hexa,low,Single,5.0,7.0,61.2587890625,Touch,none,645.68,227103,878.0,130.0,6,1,-1,1,0,1,1
1188,732,0.6,188,1163,1554,3681,19,3,15,Yes,4,hepta,high,Dual,7.0,11.0,38.69921875,Touch,a,1180.15,1807302,1315.7,48.8,7,3,2,2,0,1,1
1189,511,0.7,180,24,759,3865,8,3,7,No,4,dual,low,Dual,1.0,10.0,51.3046875,LCD,b,980.65,18216,642.6,73.0,2,1,1,2,1,0,0
1190,1092,0.5,167,468,571,737,14,4,11,Yes,2,triple,low,Dual,10.0,14.0,11.2314453125,Touch,none,427.39,267228,362.6,99.27272727272727,3,1,-1,2,0,1,1
1191,921,0.1,170,1272,1469,3153,8,2,11,Yes,4,hepta,medium,Dual,12.0,18.0,10.1796875,Touch,none,1413.82,1868568,1865.6,83.72727272727273,7,2,-1,2,0,1,1
1192,1030,0.7,147,503,551,2800,8,6,12,Yes,4,single,low,Single,4.0,8.0,36.455078125,LCD,n,988.16,277153,233.3,85.83333333333333,1,1,4,1,1,0,1
1193,1130,0.9,101,1495,1579,315,14,5,11,No,3,single,medium,Dual,,8.0,27.3076171875,Touch,none,655.29,2360605,802.1,102.72727272727273,1,2,-1,2,0,1,0
1194,1299,0.8,187,1333,1838,1412,13,1,20,No,2,octa,high,Dual,2.0,6.0,58.84375,Touch,a,665.16,2450054,4668.5,64.95,8,3,2,2,0,1,0
1195,1009,0.6,115,267,1841,2286,19,8,13,Yes,4,hepta,high,Dual,7.0,15.0,2.232421875,LCD,none,968.66,491547,584.5,77.61538461538461,7,3,-1,2,1,0,1
1196,1735,0.1,140,149,876,2392,17,15,19,No,3,dual,medium,Dual,16.0,17.0,33.857421875,LCD,b,597.06,130524,148.3,91.3157894736842,2,2,1,2,1,0,0
1197,1129,0.5,185,1070,1079,1857,8,4,5,Yes,3,dual,high,Dual,,2.0,48.22265625,Touch,a,772.66,1154530,685.2,225.8,2,3,2,2,0,1,1
1198,708,0.3,116,206,620,1419,10,6,16,No,3,hepta,medium,Single,,1.0,25.431640625,Touch,g,745.15,127720,262.5,44.25,7,2,3,1,0,1,0
1199,894,0.1,123,158,747,3305,12,7,2,No,4,dual,low,Single,2.0,3.0,57.388671875,LCD,none,824.0,118026,271.1,447.0,2,1,-1,1,1,0,0
1200,530,0.3,88,48,1012,959,17,7,6,No,2,hexa,high,Single,1.0,20.0,31.3994140625,Touch,none,394.67,48576,367.2,88.33333333333333,6,3,-1,1,0,1,0
1201,1481,0.5,105,249,522,2635,17,16,4,Yes,3,triple,medium,Dual,,,34.3876953125,LCD,g,852.13,129978,82.9,370.25,3,2,3,2,1,0,1
1202,1068,0.6,194,935,1499,1754,17,7,9,No,4,penta,high,Dual,,1.0,44.640625,LCD,g,819.62,1401565,543.9,118.66666666666667,5,3,3,2,1,0,0
1203,1487,0.7,84,140,768,2563,18,4,14,No,4,triple,low,Single,6.0,12.0,55.634765625,LCD,none,909.6,107520,487.7,106.21428571428571,3,1,-1,1,1,0,0
1204,1524,1.0,96,184,740,1936,7,0,9,No,4,quad,high,Dual,11.0,20.0,40.4443359375,Touch,n,990.2,136160,inf,169.33333333333334,4,3,4,2,0,1,0
1205,1093,0.3,196,238,807,1869,8,5,4,No,4,octa,medium,Dual,2.0,14.0,22.0478515625,Touch,n,953.2,192066,410.0,273.25,8,2,4,2,0,1,0
1206,1816,0.1,186,800,1089,3637,11,7,16,Yes,2,penta,medium,Dual,,2.0,49.2568359375,LCD,b,1308.92,871200,395.2,113.5,5,2,1,2,1,0,1
1207,627,0.8,142,211,507,896,17,6,14,No,2,triple,medium,Single,2.0,8.0,20.48046875,LCD,none,462.44,106977,214.6,44.785714285714285,3,2,-1,1,1,0,0
1208,989,0.4,132,670,804,2349,10,1,20,Yes,4,triple,low,Single,13.0,15.0,49.990234375,LCD,g,932.7,538680,2042.2,49.45,3,1,3,1,1,0,1
1209,1895,0.7,134,725,1335,774,15,4,6,No,4,single,low,Single,2.0,11.0,5.5869140625,Touch,none,1007.67,967875,847.7,315.8333333333333,1,1,-1,1,0,1,0
1210,805,0.9,168,81,1544,3397,7,6,2,Yes,4,triple,medium,Dual,,10.0,57.3056640625,LCD,none,862.19,125064,653.6,402.5,3,2,-1,2,1,0,1
1211,713,0.4,181,1211,1378,485,10,6,4,Yes,4,octa,medium,Single,7.0,9.0,2.3037109375,Touch,n,800.67,1668758,583.4,178.25,8,2,4,1,0,1,1
1212,864,0.7,148,1362,1378,3964,13,8,12,No,4,quad,high,Single,10.0,15.0,24.1044921875,Touch,none,1243.17,1876836,437.5,72.0,4,3,-1,1,0,1,0
1213,1177,1.0,181,945,1923,1887,8,5,11,No,3,quad,low,Single,1.0,7.0,11.2529296875,Touch,a,943.85,1817235,976.9,107.0,4,1,2,1,0,1,0
1214,582,0.7,107,1043,1702,2977,6,1,20,No,2,triple,low,Single,8.0,11.0,31.8134765625,Touch,b,750.87,1775186,4323.1,29.1,3,1,1,1,0,1,0
1215,1898,0.2,185,444,739,2114,10,5,19,No,4,hepta,medium,Dual,3.0,4.0,55.322265625,Touch,a,1164.1,328116,375.4,99.89473684210526,7,2,2,2,0,1,0
1216,1158,0.7,123,311,1796,1542,17,9,15,No,4,dual,low,Dual,1.0,20.0,28.943359375,LCD,n,747.92,558556,506.9,77.2,2,1,4,2,1,0,0
1217,1451,0.6,181,812,1456,3038,15,7,18,Yes,4,octa,low,Single,5.0,12.0,56.025390625,LCD,a,1040.58,1182272,528.3,80.61111111111111,8,1,2,1,1,0,1
1218,1820,0.9,163,202,1884,2481,11,9,11,Yes,2,hepta,medium,Single,5.0,10.0,49.7431640625,LCD,none,890.4,380568,531.7,165.45454545454547,7,2,-1,1,1,0,1
1219,984,0.8,140,531,707,841,18,15,16,No,4,triple,low,Dual,3.0,20.0,9.212890625,LCD,none,744.5,375417,119.7,61.5,3,1,-1,2,1,0,0
1220,580,0.4,135,404,898,3565,12,11,8,Yes,3,quad,medium,Dual,,5.0,24.279296875,LCD,a,524.67,362792,207.4,72.5,4,2,2,2,1,0,1
1221,1263,0.4,146,954,1609,1958,9,6,4,Yes,3,hexa,medium,Single,,3.0,5.1845703125,Touch,a,865.13,1534986,681.1,315.75,6,2,2,1,0,1,1
1222,1237,0.1,87,274,603,2454,14,0,8,No,3,octa,low,Single,2.0,5.0,26.9697265625,Touch,a,641.54,165222,inf,154.625,8,1,2,1,0,1,0
1223,514,0.1,172,956,1723,3392,12,8,5,Yes,4,single,medium,Single,7.0,9.0,36.8203125,Touch,b,1020.58,1647188,547.1,102.8,1,2,1,1,0,1,1
1224,1515,0.9,184,1438,1593,262,14,4,20,No,4,triple,high,Single,,1.0,55.0361328125,Touch,none,1046.79,2290734,1011.6,75.75,3,3,-1,1,0,1,0
1225,721,0.4,194,1446,1988,530,8,4,8,No,4,quad,low,Dual,6.0,9.0,5.9267578125,LCD,a,823.99,2874648,1262.4,90.125,4,1,2,2,1,0,0
1226,603,0.7,126,692,1057,3703,13,1,9,Yes,2,triple,high,Dual,3.0,16.0,34.5458984375,LCD,b,1063.16,731444,2684.8,67.0,3,3,1,2,1,0,1
1227,1426,0.4,109,777,1032,2562,5,1,3,Yes,4,single,high,Single,2.0,7.0,54.123046875,LCD,none,1001.89,801864,2621.3,475.3333333333333,1,3,-1,1,1,0,1
1228,1820,0.6,161,1157,1951,574,10,2,18,Yes,4,single,medium,Dual,,3.0,63.1484375,Touch,none,967.67,2257307,2477.8,101.11111111111111,1,2,-1,2,0,1,1
1229,1215,0.1,130,454,1473,2632,7,1,15,No,2,quad,medium,Single,4.0,8.0,16.32421875,LCD,a,756.94,668742,3741.4,81.0,4,2,2,1,1,0,0
1230,697,0.4,173,478,1477,259,12,6,4,No,4,dual,high,Dual,5.0,6.0,20.1044921875,Touch,b,646.85,706006,625.3,174.25,2,3,1,2,0,1,0
1231,717,0.6,198,217,1106,688,10,7,15,Yes,2,single,low,Dual,4.0,5.0,9.7919921875,Touch,none,410.33,240002,401.3,47.8,1,1,-1,2,0,1,1
1232,1348,0.3,145,468,741,2554,19,1,12,Yes,2,hexa,medium,Dual,5.0,6.0,35.2001953125,Touch,none,528.15,346788,1882.1,112.33333333333333,6,2,-1,2,0,1,1
1233,1164,0.3,88,1107,1656,3859,11,10,17,Yes,2,single,high,Dual,,6.0,60.205078125,Touch,none,1249.17,1833192,420.6,68.47058823529412,1,3,-1,2,0,1,1
1234,578,0.3,170,626,1134,2977,15,12,5,Yes,4,penta,low,Single,9.0,13.0,61.3095703125,Touch,b,1257.76,709884,240.0,115.6,5,1,1,1,0,1,1
1235,1971,0.3,186,485,922,571,8,7,17,Yes,3,hepta,low,Dual,,19.0,39.58203125,Touch,none,900.59,447170,334.6,115.94117647058823,7,1,-1,2,0,1,1
1236,1794,0.5,86,43,627,402,14,7,14,Yes,4,hepta,low,Dual,5.0,7.0,53.8623046875,LCD,b,681.88,26961,227.5,128.14285714285714,7,1,1,2,1,0,1
1237,1558,0.1,114,322,1385,878,16,5,17,Yes,4,penta,high,Single,2.0,3.0,31.376953125,Touch,n,854.73,445970,703.6,91.6470588235294,5,3,4,1,0,1,1
1238,1597,0.5,85,880,1145,2130,8,3,15,Yes,4,single,low,Single,4.0,19.0,4.2958984375,Touch,none,1176.17,1007600,969.4,106.46666666666667,1,1,-1,1,0,1,1
1239,1240,0.1,146,1511,1756,3260,13,1,17,No,2,dual,medium,Single,,9.0,38.7197265625,LCD,n,932.13,2653316,4460.2,72.94117647058823,2,2,4,1,1,0,0
1240,1994,0.6,88,667,711,454,11,8,6,Yes,4,octa,low,Dual,2.0,4.0,7.0576171875,Touch,none,679.09,474237,225.7,332.3333333333333,8,1,-1,2,0,1,1
1241,1221,0.4,152,765,1899,2638,19,16,14,No,4,hepta,high,Single,7.0,19.0,34.6552734375,Touch,g,1177.58,1452735,301.5,87.21428571428571,7,3,3,1,0,1,0
1242,989,0.6,156,614,679,2819,16,13,5,Yes,4,octa,medium,Dual,11.0,17.0,23.96484375,LCD,g,802.19,416906,132.7,197.8,8,2,3,2,1,0,1
1243,1180,1.0,144,925,1252,1464,7,3,20,Yes,4,quad,medium,Single,5.0,20.0,49.408203125,Touch,b,831.14,1158100,1060.0,59.0,4,2,1,1,0,1,1
1244,718,0.8,113,1185,1387,1824,11,9,3,No,3,hexa,high,Single,10.0,13.0,58.490234375,Touch,none,668.53,1643595,391.4,239.33333333333334,6,3,-1,1,0,1,0
1245,1670,0.8,139,1706,1886,876,16,0,5,Yes,3,octa,medium,Dual,,15.0,46.154296875,Touch,none,965.66,3217516,inf,334.0,8,2,-1,2,0,1,1
1246,534,0.3,164,347,1477,2706,7,5,18,Yes,4,hepta,high,Single,1.0,9.0,20.67578125,Touch,none,801.36,512519,750.3,29.666666666666668,7,3,-1,1,0,1,1
1247,1566,0.5,126,1603,1930,659,14,9,13,Yes,3,dual,low,Dual,,,20.4130859375,Touch,a,777.09,3093790,544.7,120.46153846153847,2,1,2,2,0,1,1
1248,1935,0.6,124,806,860,455,9,2,6,No,4,penta,low,Single,,9.0,28.8447265625,LCD,g,941.12,693160,1092.2,322.5,5,1,3,1,1,0,0
1249,504,0.4,163,1207,1539,2378,17,11,2,Yes,3,dual,high,Dual,2.0,10.0,53.0087890625,LCD,none,687.2,1857573,355.4,252.0,2,3,-1,2,1,0,1
1250,913,0.3,103,431,1144,2278,15,3,18,No,4,single,medium,Dual,1.0,14.0,40.8720703125,Touch,none,906.77,493064,968.6,50.72222222222222,1,2,-1,2,0,1,0
1251,1317,0.5,113,179,613,3436,16,13,5,No,2,penta,medium,Dual,2.0,3.0,42.482421875,Touch,g,959.56,109727,119.8,263.4,5,2,3,2,0,1,0
1252,917,0.5,88,423,909,3424,19,2,13,Yes,4,hexa,low,Single,1.0,2.0,30.939453125,Touch,none,877.62,384507,1154.4,70.53846153846153,6,1,-1,1,0,1,1
1253,712,0.6,99,1131,1743,401,5,0,10,No,3,hexa,high,Dual,1.0,3.0,48.3291015625,LCD,a,630.46,1971333,inf,71.2,6,3,2,2,1,0,0
1254,1083,0.9,126,925,1469,681,19,18,19,No,3,dual,medium,Single,6.0,20.0,51.419921875,Touch,a,594.57,1358825,207.3,57.0,2,2,2,1,0,1,0
1255,1039,0.1,136,62,544,3212,15,7,7,No,4,hexa,low,Single,5.0,8.0,6.36328125,LCD,n,1107.42,33728,197.4,148.42857142857142,6,1,4,1,1,0,0
1256,1747,0.7,185,800,873,3105,7,1,10,No,3,hexa,low,Single,4.0,12.0,13.0654296875,LCD,none,1001.03,698400,2217.4,174.7,6,1,-1,1,1,0,0
1257,1449,0.6,105,211,947,2036,5,1,10,Yes,2,hexa,low,Dual,,,50.984375,Touch,none,601.72,199817,2405.4,144.9,6,1,-1,2,0,1,1
1258,1872,0.2,139,81,1389,3153,16,15,5,Yes,3,hepta,low,Dual,14.0,18.0,48.0888671875,Touch,none,1151.95,112509,235.2,374.4,7,1,-1,2,0,1,1
1259,1796,0.1,101,667,798,1642,9,4,3,No,2,quad,medium,Dual,5.0,6.0,7.1533203125,Touch,b,561.51,532266,506.7,598.6666666666666,4,2,1,2,0,1,0
1260,1097,0.8,181,405,519,509,15,12,12,No,3,single,medium,Single,,17.0,59.3662109375,LCD,none,547.08,210195,109.9,91.41666666666667,1,2,-1,1,1,0,0
1261,1562,0.8,172,678,1676,3465,16,11,6,No,4,octa,low,Dual,1.0,10.0,19.9716796875,Touch,none,1194.86,1136328,387.0,260.3333333333333,8,1,-1,2,0,1,0
1262,1433,0.9,153,1619,1651,3900,18,16,2,Yes,4,hepta,high,Single,8.0,12.0,26.7080078125,LCD,g,1243.95,2672969,262.1,716.5,7,3,3,1,1,0,1
1263,740,0.2,123,935,1147,1105,7,6,19,No,2,single,medium,Single,1.0,11.0,12.419921875,Touch,a,575.96,1072445,485.6,38.94736842105263,1,2,2,1,0,1,0
1264,676,0.2,84,864,1011,2064,13,7,6,No,4,single,medium,Single,1.0,5.0,38.6953125,LCD,none,910.27,873504,366.8,112.66666666666667,1,2,-1,1,1,0,0
1265,503,0.7,131,1495,1688,3117,19,6,9,Yes,4,single,medium,Dual,1.0,4.0,13.14453125,LCD,a,1093.3,2523560,714.6,55.888888888888886,1,2,2,2,1,0,1
1266,1020,0.7,96,870,1613,1142,13,9,8,No,4,triple,medium,Single,13.0,18.0,7.16796875,LCD,n,801.85,1403310,455.2,127.5,3,2,4,1,1,0,0
1267,896,0.3,111,1379,1469,1060,12,10,4,No,4,single,medium,Dual,3.0,4.0,4.2802734375,Touch,a,784.12,2025751,373.1,224.0,1,2,2,2,0,1,0
1268,1824,0.9,143,1055,1738,2381,14,1,5,Yes,4,dual,low,Single,4.0,5.0,18.9794921875,LCD,none,1261.69,1833590,4414.5,364.8,2,1,-1,1,1,0,1
1269,1512,0.4,134,220,1838,3366,7,3,11,No,4,triple,low,Dual,1.0,2.0,53.3232421875,LCD,b,1266.22,404360,1556.2,137.45454545454547,3,1,1,2,1,0,0
1270,1053,0.9,126,419,1261,1339,17,0,14,No,2,hexa,high,Single,7.0,17.0,41.6904296875,LCD,b,557.82,528359,inf,75.21428571428571,6,3,1,1,1,0,0
1271,1944,0.8,87,1111,1362,2560,7,3,8,Yes,4,quad,medium,Dual,,10.0,30.5361328125,LCD,none,1060.99,1513182,1153.2,243.0,4,2,-1,2,1,0,1
1272,1174,0.8,91,1097,1461,285,19,7,3,No,4,dual,low,Dual,1.0,8.0,24.5478515625,LCD,b,754.97,1602717,530.1,391.3333333333333,2,1,1,2,1,0,0
1273,627,0.2,131,447,819,2476,17,1,10,Yes,4,hepta,medium,Dual,3.0,17.0,12.009765625,LCD,none,952.61,366093,2080.3,62.7,7,2,-1,2,1,0,1
1274,1602,0.6,118,273,1062,1862,16,9,2,No,4,single,high,Single,4.0,5.0,45.44921875,LCD,n,921.81,289926,299.7,801.0,1,3,4,1,1,0,0
1275,1733,0.9,170,590,997,3488,6,4,10,Yes,4,single,medium,Dual,4.0,15.0,6.5634765625,Touch,n,1135.94,588230,633.1,173.3,1,2,4,2,0,1,1
1276,586,0.5,142,116,598,3178,9,7,10,No,4,octa,medium,Dual,10.0,14.0,8.0830078125,LCD,b,984.75,69368,217.0,58.6,8,2,1,2,1,0,0
1277,1528,0.2,156,306,564,733,15,0,14,No,3,octa,high,Single,2.0,3.0,36.7763671875,Touch,none,523.2,172584,inf,109.14285714285714,8,3,-1,1,0,1,0
1278,875,0.1,110,300,1316,756,14,5,6,No,2,hepta,low,Single,2.0,7.0,23.068359375,LCD,none,418.44,394800,668.5,145.83333333333334,7,1,-1,1,1,0,0
1279,1602,0.4,170,1259,1746,3622,17,2,17,No,2,single,low,Single,12.0,13.0,57.115234375,Touch,a,904.17,2198214,2217.4,94.23529411764706,1,1,2,1,0,1,0
1280,1426,0.7,174,1573,1694,1277,14,9,5,No,4,penta,medium,Single,4.0,16.0,12.2607421875,LCD,none,1087.09,2664662,478.1,285.2,5,2,-1,1,1,0,0
1281,1370,0.2,158,1392,1783,3703,13,10,11,No,4,hexa,medium,Single,5.0,8.0,6.224609375,Touch,none,1317.28,2481936,452.9,124.54545454545455,6,2,-1,1,0,1,0
1282,609,0.1,81,113,1524,1905,16,3,18,Yes,4,hexa,low,Single,4.0,6.0,10.201171875,Touch,b,727.16,172212,1290.3,33.833333333333336,6,1,1,1,0,1,1
1283,840,0.3,178,526,1728,2636,12,2,6,No,4,hexa,medium,Dual,5.0,8.0,14.8388671875,Touch,none,639.43,908928,2194.6,140.0,6,2,-1,2,0,1,0
1284,991,0.3,158,1209,1678,2014,11,9,10,No,4,penta,medium,Single,2.0,6.0,12.2509765625,LCD,none,1064.87,2028702,473.6,99.1,5,2,-1,1,1,0,0
1285,1724,0.8,100,655,828,3056,18,16,6,Yes,4,dual,medium,Single,,1.0,9.0869140625,LCD,none,1044.11,542340,131.4,287.3333333333333,2,2,-1,1,1,0,1
1286,584,0.3,168,1123,1622,465,12,8,4,Yes,4,triple,medium,Single,,,18.884765625,Touch,none,628.74,1821506,515.0,146.0,3,2,-1,1,0,1,1
1287,860,0.7,141,692,979,3869,16,14,20,Yes,4,hexa,medium,Dual,1.0,13.0,48.072265625,Touch,b,1065.07,677468,177.6,43.0,6,2,1,2,0,1,1
1288,1541,0.2,165,796,1052,1108,12,1,7,Yes,4,penta,high,Dual,10.0,15.0,27.79296875,LCD,n,762.49,837392,2672.1,220.14285714285714,5,3,4,2,1,0,1
1289,615,0.5,130,1021,1958,1906,14,5,5,Yes,3,penta,low,Dual,7.0,8.0,56.9169921875,LCD,none,784.12,1999118,994.7,123.0,5,1,-1,2,1,0,1
1290,912,0.4,84,995,1310,851,8,4,4,Yes,4,quad,high,Dual,6.0,11.0,45.72265625,Touch,b,731.64,1303450,831.8,228.0,4,3,1,2,0,1,1
1291,1278,0.6,172,1244,1504,3142,11,4,19,Yes,4,hepta,medium,Single,10.0,14.0,59.583984375,LCD,n,1477.93,1870976,955.0,67.26315789473684,7,2,4,1,1,0,1
1292,1365,0.3,125,293,970,1300,14,7,13,No,4,quad,low,Single,,,30.69140625,LCD,g,891.77,284210,352.0,105.0,4,1,3,1,1,0,0
1293,1702,0.1,177,1240,1931,1430,8,6,10,No,2,penta,medium,Single,7.0,9.0,35.6630859375,LCD,none,770.74,2394440,817.5,170.2,5,2,-1,1,1,0,0
1294,589,0.7,146,759,1858,362,16,10,6,Yes,4,octa,low,Single,1.0,4.0,58.2255859375,Touch,a,696.92,1410222,471.9,98.16666666666667,8,1,2,1,0,1,1
1295,1347,0.3,95,398,1528,2456,13,0,13,No,3,single,medium,Dual,10.0,19.0,55.2060546875,Touch,g,698.54,608144,inf,103.61538461538461,1,2,3,2,0,1,0
1296,1644,1.0,137,358,791,2360,7,4,19,No,4,octa,high,Single,,,43.54296875,LCD,none,1298.44,283178,502.3,86.52631578947368,8,3,-1,1,1,0,0
1297,956,0.1,133,403,1614,3700,10,0,7,No,3,hepta,medium,Dual,1.0,11.0,41.69921875,Touch,none,1091.04,650442,inf,136.57142857142858,7,2,-1,2,0,1,0
1298,1089,0.1,153,211,1409,2620,7,5,13,No,3,hepta,medium,Dual,10.0,20.0,2.02734375,LCD,none,837.43,297299,715.8,83.76923076923077,7,2,-1,2,1,0,0
1299,871,0.1,178,194,1437,437,14,7,17,No,3,triple,low,Single,2.0,3.0,51.0791015625,LCD,none,543.82,278778,521.4,51.23529411764706,3,1,-1,1,1,0,0
1300,664,0.9,164,1076,1472,3774,11,5,18,No,4,dual,medium,Single,5.0,19.0,6.15234375,LCD,none,1430.94,1583872,747.8,36.888888888888886,2,2,-1,1,1,0,0
1301,1874,0.8,192,1238,1418,1218,15,10,17,Yes,2,dual,low,Single,1.0,9.0,18.732421875,Touch,none,759.81,1755484,360.2,110.23529411764706,2,1,-1,1,0,1,1
1302,1928,0.8,162,229,1004,696,14,12,15,No,3,penta,high,Single,5.0,16.0,5.7451171875,Touch,b,796.33,229916,212.5,128.53333333333333,5,3,1,1,0,1,0
1303,888,0.4,198,327,1683,3407,12,1,20,No,4,dual,high,Dual,2.0,17.0,32.19921875,LCD,none,1411.21,550341,4274.8,44.4,2,3,-1,2,1,0,0
1304,1077,0.8,86,135,1892,3902,9,3,3,Yes,3,hepta,medium,Dual,1.0,13.0,57.08203125,LCD,none,986.79,255420,1601.9,359.0,7,2,-1,2,1,0,1
1305,1023,0.2,80,5,1744,2086,10,0,19,Yes,4,octa,high,Dual,5.0,7.0,29.9052734375,Touch,b,651.41,8720,inf,53.8421052631579,8,3,1,2,0,1,1
1306,1426,0.6,84,715,1163,1356,15,9,16,Yes,4,triple,low,Single,2.0,10.0,41.560546875,LCD,b,820.11,831545,328.2,89.125,3,1,1,1,1,0,1
1307,831,0.7,177,511,621,1704,6,5,20,No,4,penta,medium,Dual,7.0,11.0,25.68359375,Touch,g,785.6,317331,315.5,41.55,5,2,3,2,0,1,0
1308,1496,0.5,85,549,1383,3571,16,1,11,Yes,4,triple,medium,Dual,,9.0,6.171875,Touch,n,1199.38,759267,3512.8,136.0,3,2,4,2,0,1,1
1309,1433,0.1,129,420,784,2132,18,15,19,Yes,4,penta,high,Single,2.0,11.0,5.6875,LCD,a,549.03,329280,132.8,75.42105263157895,5,3,2,1,1,0,1
1310,1095,0.7,103,838,1066,3209,13,11,8,Yes,4,quad,high,Dual,,5.0,43.3203125,Touch,n,1005.02,893308,246.1,136.875,4,3,4,2,0,1,1
1311,643,0.8,156,314,1400,2096,13,6,2,Yes,4,single,low,Dual,3.0,9.0,22.6171875,LCD,none,997.67,439600,592.7,321.5,1,1,-1,2,1,0,1
1312,1142,0.5,198,739,1766,1273,19,0,6,Yes,4,quad,medium,Single,,,5.9892578125,LCD,none,909.26,1305074,inf,190.33333333333334,4,2,-1,1,1,0,1
1313,730,0.1,112,62,846,3623,9,4,15,Yes,4,penta,low,Dual,3.0,10.0,27.2060546875,Touch,none,897.21,52452,537.2,48.666666666666664,5,1,-1,2,0,1,1
